0xac5bceec1b789ff840d7d4e6ce4ce61c90d190a7f8c4f4ddf0bff6ee2413c33c, 1.194
0xda79a82f67c908b1ed3095887673454226b5da77822898405dc376a1b86bf0f3, 1.013
0xdad8b77b746f38cbac5044eb7b2c7232f9e38f30e2868f0e5bf311cd83554b5a, 0.037
0xd37714c413b0b37b3269327377eb6184a472f13234c6663a7252dd9455fb22ad, 0.963
0x3a1520d6be3a16f89655f542f6e5b050d3065ff67d7287ed8005259c4a0b36b7, 0.589
0xdf7c04c9bebf4b35bd8c66a92469f0b66cf77ce8586b6262709a897659f4e772, 0.956
0x62f36b79d7ea8ae189491854edd9318b29c75346792177b230a95f333ffa53ad, 0.197
0x17d1a481bfe4f6352be2aa83bd3b067327c8c1d42be4409fca6bc3167a8ed005, 0.211
0xb18af8bf1b54e5b283ed5a35eb105699fe4d25c1f69c9de1dc8a832676b412bc, 1.149
0xf3bfda04092a842d4c57c61f9d8fb99058792ab2622b2a0c0d83a6ea41de325f, 0.729
0x6a0f71c0bd78e84a98052b1aaa8aba4ad649bdc3c41c4d0553d7ad81e833952c, 0.056
0xc87a6c8b3e86f1af6086b69d540f91b0a973bcfd92ab322c7928db5715e2f34e, 0.661
0xf8b7b95d01ae79756fc3d1bc58675e59a17f07cdafe3d31ea57425adbec2d43f, 0.682
0xc38e308a33c6544657a6c1e3149fc256f0ae71b9546ab0999eee958ad2f15f32, 0.692
0x935029ca5219502a47ac9b69f556ccf6e2198b5e7815cf50f68846f723739cbd, 0.733
0xc101bbe795384bd39508498fc5fc8099061d3f7ac7c05d167eb4fe5dd227c218, 0.037
0x0dc9bbbf0cb1d7a10bc946a36438a38d6b7a83c37ad0cc48abb13ea338c167e1, 0.978
0x5357e65dd67077babdb5b72bb70449702686ebc241e1d5c13a2a281d46e7bacc, 0.404
0x97b5cbbeea742d6e76ef39245a6839f00a58bd7f213dc60b53cb6f395d738ba1, 0.936
0xdbc69b473a0d6f71d4d5caa038e214ad9e206af7dcf82cf46e8a8ab43c41b7ae, 0.493
0x2415e4b60b7b6a853f3b430d0dae82bc7d11db17ff213abdeff13243498d365f, 1.177
0x073dfdcbb5d6552efd954273f7ab9e0b918d7bf30103e3f4e632502289cd92ee, 1.150
0xb1dcbba002dc1b26525e6ff35bbbe5abf55cf7dc03007f72e9140d6e33c7e9b8, 0.222
0x996f230f5a837e8184e8bb433e059d8b5d8d4a460ad893f1955222dec834731d, 0.235
0xb278b5020d3f517578eca0007f843253c123f60e262df28bcf3e502bf460ad75, 0.659
0xc5e3242b874ca673b729c113af2acd2b1fda5776490c41db14d8f9ddca15ee8a, 1.033
